Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
4060,Female,37,Houston,Bronze,400.76,11,3.4,FALSE,77,Unsatisfied
4061,Male,26,Phoenix,Gold,1601.71,17,4.8,TRUE,15,Satisfied
4062,Male,42,Orlando,Gold,1296.45,15,4.6,FALSE,23,Unsatisfied
4063,Female,38,Orlando,Gold,1407.98,16,4.6,TRUE,25,Satisfied
4064,Male,32,Los Angeles,Bronze,467.61,8,2.9,FALSE,58,Neutral
4065,Male,43,Miami,Silver,678.6,10,4.2,FALSE,40,Satisfied
4066,Female,43,Dallas,Silver,625.09,12,3.8,TRUE,14,Neutral
4067,Female,36,Dallas,Gold,1377.51,15,4.4,TRUE,23,Satisfied
4068,Male,44,Denver,Bronze,514.02,8,3.6,TRUE,50,Unsatisfied
4069,Male,33,San Diego,Bronze,484.47,9,3.2,TRUE,54,Unsatisfied
4070,Male,39,Dallas,Bronze,421.3,8,3.1,TRUE,39,Unsatisfied
4071,Male,42,Portland,Silver,747.82,13,3.9,TRUE,56,Unsatisfied
4072,Female,30,Seattle,Bronze,367.88,10,3.4,FALSE,52,Neutral
4073,Female,29,Denver,Silver,718.94,10,3.9,TRUE,30,Satisfied
4074,Male,32,Las Vegas,Silver,828.9,15,3.6,TRUE,54,Neutral
4075,Female,42,Los Angeles,Bronze,432.93,9,3.6,TRUE,36,Neutral
4076,Female,31,Seattle,Silver,714.04,15,3.8,FALSE,60,Satisfied
4077,Female,33,Philadelphia,Bronze,469.11,8,3.7,TRUE,65,Neutral
4078,Male,29,Los Angeles,Bronze,514.62,7,3.4,TRUE,26,Neutral
4079,Male,32,San Diego,Gold,1432.06,14,4.8,TRUE,17,Satisfied
4080,Male,45,Philadelphia,Gold,1164.1,14,5,FALSE,8,Neutral
4081,Female,32,San Diego,Silver,673.22,15,3.9,TRUE,34,Satisfied
4082,Female,45,Las Vegas,Bronze,429.98,12,3.6,TRUE,79,Satisfied
4083,Male,36,Miami,Gold,1253.98,19,4.8,TRUE,35,Satisfied
4084,Female,30,Seattle,Bronze,493.58,8,3.2,TRUE,46,Unsatisfied
4085,Male,45,New York,Bronze,458.99,11,3.4,TRUE,28,Unsatisfied
4086,Male,26,Dallas,Bronze,434.55,9,3.6,FALSE,74,Unsatisfied
4087,Male,29,Boston,Silver,800.97,13,3.9,TRUE,44,Neutral
4088,Male,29,Dallas,Silver,699.68,14,4,FALSE,25,Neutral
4089,Female,39,Boston,Silver,807.79,12,3.5,TRUE,19,Neutral
4090,Female,44,New York,Bronze,451.6,12,3.6,TRUE,29,Neutral
4091,Male,35,Los Angeles,Gold,1467.11,18,4.9,FALSE,22,Neutral
4092,Female,44,Phoenix,Bronze,510.33,9,3.4,TRUE,21,Unsatisfied
4093,Female,43,Philadelphia,Gold,1512.08,14,4.6,TRUE,23,Satisfied
4094,Female,33,Phoenix,Gold,1137.24,16,4.9,FALSE,17,Satisfied
4095,Male,39,Dallas,Bronze,438.28,8,2.8,TRUE,78,Neutral
4096,Male,38,Phoenix,Silver,804.9,15,5,TRUE,65,Neutral
4097,Male,31,Atlanta,Bronze,504.92,9,2.9,TRUE,22,Neutral
4098,Male,31,Orlando,Bronze,490.78,11,3.5,TRUE,29,Unsatisfied
4099,Female,30,San Francisco,Gold,1155.03,14,4.6,FALSE,32,Neutral
4100,Male,45,Miami,Silver,794.22,11,3.5,TRUE,65,Neutral
4101,Male,42,Portland,Silver,655.28,15,4.4,TRUE,15,Neutral
4102,Male,41,Las Vegas,Gold,1392.46,19,4.9,TRUE,23,Satisfied
4103,Male,42,Los Angeles,Silver,682.15,15,4.2,TRUE,36,Neutral
4104,Female,27,Phoenix,Bronze,445,8,3.1,TRUE,77,Unsatisfied
4105,Female,27,Dallas,Gold,1517.3,15,4.7,TRUE,16,Unsatisfied
4106,Female,43,Houston,Gold,1399.02,21,4.9,FALSE,30,Satisfied
4107,Male,29,Atlanta,Bronze,451.66,12,3.3,FALSE,26,Neutral
4108,Male,26,Houston,Silver,620.1,15,3.9,FALSE,38,Neutral
4109,Female,30,Houston,Bronze,436.85,11,3.5,TRUE,41,Neutral
4110,Female,44,New York,Gold,1555.42,17,5,FALSE,35,Satisfied
4111,Male,38,Portland,Gold,1336.76,16,4.8,FALSE,20,Satisfied
4112,Female,29,Denver,Bronze,458.06,9,3.3,TRUE,47,Unsatisfied
4113,Female,34,Seattle,Silver,687.67,10,4.6,FALSE,57,Neutral
4114,Female,31,San Diego,Silver,859.87,12,3.8,TRUE,40,Satisfied
4115,Female,29,Orlando,Gold,1250.08,17,5,FALSE,20,Satisfied
4116,Male,41,Orlando,Gold,1296.45,14,4.7,TRUE,8,Satisfied
4117,Female,31,Houston,Bronze,392.69,12,3.1,FALSE,19,Neutral
4118,Female,34,Houston,Bronze,533.29,7,2.9,TRUE,59,Unsatisfied
4119,Male,41,Chicago,Silver,767.33,15,4.3,TRUE,56,Neutral
4120,Female,35,Portland,Bronze,421.51,11,3.2,TRUE,36,Unsatisfied
4121,Female,32,San Diego,Bronze,474.48,11,2.9,FALSE,43,Unsatisfied
4122,Female,36,Chicago,Silver,555.46,14,3.9,TRUE,47,Satisfied
4123,Male,45,Dallas,Gold,1322.76,19,4.5,FALSE,26,Unsatisfied
4124,Male,34,Phoenix,Silver,638.66,14,4.5,TRUE,13,Unsatisfied
4125,Female,33,Boston,Gold,1494.4,14,4.6,FALSE,30,Satisfied
4126,Female,31,San Francisco,Bronze,535.97,10,3.3,FALSE,47,Unsatisfied
4127,Male,38,Miami,Bronze,470.33,9,3.4,TRUE,73,Neutral
4128,Female,38,Chicago,Bronze,441.59,8,3.3,TRUE,55,Unsatisfied
4129,Male,42,San Diego,Bronze,469.49,8,3.1,TRUE,20,Unsatisfied
4130,Male,39,Orlando,Bronze,524.95,7,3.6,TRUE,34,Unsatisfied
4131,Female,42,Las Vegas,Gold,1258.1,17,5,TRUE,18,Satisfied
4132,Female,28,Phoenix,Silver,687.14,14,3.9,FALSE,50,Neutral
4133,Female,34,Chicago,Gold,972.47,14,5,TRUE,22,Satisfied
4134,Female,44,Dallas,Gold,1327.86,14,4.7,TRUE,21,Satisfied
4135,Male,26,Los Angeles,Gold,1444.96,17,4.7,FALSE,31,Satisfied
4136,Male,41,Los Angeles,Bronze,446.83,11,3.4,FALSE,18,Unsatisfied
4137,Male,34,Los Angeles,Gold,1072.78,17,4.5,FALSE,15,Satisfied
4138,Female,33,Atlanta,Silver,865.22,13,4.1,TRUE,49,Unsatisfied
4139,Male,40,Los Angeles,Bronze,284.53,8,3.3,TRUE,19,Neutral
4140,Female,43,Boston,Silver,886.62,15,3.8,TRUE,13,Satisfied
4141,Male,35,Boston,Bronze,470.42,11,3.1,TRUE,61,Unsatisfied
4142,Male,39,Phoenix,Gold,1234.84,16,4.8,TRUE,34,Satisfied
4143,Male,30,Portland,Bronze,400.38,12,3.6,TRUE,25,Unsatisfied
4144,Female,30,Las Vegas,Gold,1307.6,14,4.5,FALSE,10,Neutral
4145,Male,44,Las Vegas,Bronze,507.94,12,3.1,FALSE,20,Unsatisfied
4146,Male,29,Austin,Gold,1208.4,18,4.8,FALSE,32,Satisfied
4147,Male,28,Miami,Bronze,381.64,12,3.6,TRUE,35,Satisfied
4148,Male,36,Chicago,Silver,789.55,12,4.1,TRUE,50,Neutral
4149,Female,44,Portland,Gold,1328.39,17,4.6,TRUE,24,Satisfied
4150,Female,32,Los Angeles,Gold,1151.4,18,4.7,TRUE,24,Satisfied
4151,Female,38,Austin,Bronze,472.27,9,3.5,TRUE,33,Unsatisfied
4152,Female,40,New York,Bronze,526.1,10,3.3,TRUE,59,Neutral
4153,Female,44,Denver,Bronze,508.89,10,3.1,TRUE,36,Neutral
4154,Female,41,Denver,Silver,867.48,15,3.5,FALSE,12,Satisfied
4155,Male,45,Dallas,Silver,732.83,14,4.1,TRUE,31,Neutral
4156,Female,34,Austin,Silver,851.82,10,4.2,TRUE,54,Satisfied
4157,Male,37,Chicago,Gold,1229.7,18,4.6,FALSE,16,Satisfied
4158,Male,44,Miami,Silver,741.56,14,4.2,TRUE,15,Unsatisfied
4159,Female,34,Dallas,Silver,805.66,12,4.4,TRUE,32,Satisfied
4160,Female,32,San Francisco,Bronze,531.44,9,2.9,TRUE,49,Neutral
4161,Female,45,New York,Silver,777.87,12,3.8,TRUE,17,Neutral
4162,Male,32,Los Angeles,Bronze,450.2,7,3.4,FALSE,43,Unsatisfied
4163,Male,38,Los Angeles,Gold,1555.35,21,4.5,FALSE,32,Satisfied
4164,Male,34,Boston,Silver,819.4,14,4.3,TRUE,54,Neutral
4165,Female,38,Denver,Bronze,444.91,7,3,TRUE,30,Unsatisfied
4166,Male,32,New York,Bronze,498.22,10,3.7,TRUE,70,Unsatisfied
4167,Male,39,Phoenix,Bronze,479.95,7,3.4,FALSE,47,Unsatisfied
4168,Male,35,San Francisco,Silver,748.61,10,4,TRUE,17,Neutral
4169,Male,26,Seattle,Silver,739.74,12,4.1,FALSE,47,Satisfied
4170,Male,30,New York,Gold,1374.51,21,4.5,TRUE,21,Satisfied
4171,Male,30,Phoenix,Silver,713.8,12,4.2,TRUE,35,Neutral
4172,Female,35,Phoenix,Bronze,554.07,12,3,TRUE,61,Unsatisfied
4173,Male,44,Orlando,Gold,1530.17,18,4.4,TRUE,11,Satisfied
4174,Female,43,Orlando,Gold,1088.71,15,4.7,FALSE,22,Satisfied
4175,Male,27,Las Vegas,Silver,935.9,12,3.8,TRUE,26,Unsatisfied
4176,Female,33,Portland,Gold,1472.35,16,4.7,FALSE,29,Satisfied
4177,Male,26,Philadelphia,Silver,608.84,14,4,FALSE,51,Satisfied
4178,Male,29,Atlanta,Bronze,446.21,8,3.7,TRUE,63,Neutral
4179,Female,29,Austin,Silver,734.58,12,4.4,TRUE,53,Neutral
4180,Male,32,New York,Gold,1491.36,19,4.6,FALSE,18,Satisfied
4181,Male,26,Orlando,Gold,1552.61,19,4.5,FALSE,19,Satisfied
4182,Male,28,Atlanta,Gold,1207.63,17,5,TRUE,18,Satisfied
4183,Male,27,Boston,Silver,763.41,10,4.1,FALSE,54,Neutral
4184,Female,42,Atlanta,Bronze,448.64,8,3.2,TRUE,56,Unsatisfied
4185,Male,27,Orlando,Gold,1159.57,17,4.8,TRUE,8,Satisfied
4186,Male,27,New York,Silver,750.22,12,4.3,TRUE,27,Neutral
4187,Male,36,Atlanta,Silver,783.12,10,3.9,TRUE,50,Satisfied
4188,Female,27,Dallas,Gold,1395.72,21,4.5,TRUE,34,Satisfied
4189,Male,44,Boston,Silver,817.3,15,4.3,TRUE,24,Neutral
4190,Female,42,Houston,Bronze,453.43,10,3.2,TRUE,19,Neutral
4191,Male,31,Austin,Bronze,497.17,8,3.4,TRUE,53,Unsatisfied
4192,Male,30,Dallas,Bronze,527.66,12,3.4,FALSE,77,Neutral
4193,Male,31,San Francisco,Silver,555.48,15,3.9,TRUE,59,Neutral
4194,Female,40,Los Angeles,Gold,1281.22,18,4.8,FALSE,12,Satisfied
4195,Male,37,Houston,Gold,1505.34,21,4.7,TRUE,29,Satisfied
4196,Male,29,Denver,Bronze,479.48,11,3.3,TRUE,57,Unsatisfied
4197,Female,41,Seattle,Silver,856.3,11,4.3,TRUE,16,Satisfied
4198,Male,26,Philadelphia,Gold,1763.95,14,4.7,TRUE,8,Satisfied
4199,Female,28,Phoenix,Gold,1264.58,15,5,TRUE,23,Satisfied
4200,Female,40,Houston,Silver,713.15,15,4,FALSE,47,Unsatisfied
4201,Female,28,Austin,Bronze,577.81,11,2.9,FALSE,19,Unsatisfied
4202,Male,29,San Diego,Bronze,390.83,10,2.9,TRUE,22,Unsatisfied
4203,Female,28,New York,Gold,1458.13,17,4.6,TRUE,14,Satisfied
4204,Male,27,Atlanta,Bronze,552.74,8,2.9,FALSE,27,Unsatisfied
4205,Male,36,Boston,Gold,1195.51,16,4.8,TRUE,20,Satisfied
4206,Female,39,New York,Bronze,539.52,10,3.2,FALSE,25,Unsatisfied
4207,Male,32,Las Vegas,Silver,866.94,10,3.6,TRUE,50,Neutral
4208,Male,38,San Diego,Silver,820.08,14,3.8,TRUE,13,Neutral
4209,Male,37,Phoenix,Gold,1514.77,17,4.5,FALSE,26,Unsatisfied
4210,Female,41,Los Angeles,Bronze,516.45,9,3.7,TRUE,19,Neutral
4211,Female,33,San Francisco,Bronze,424.66,8,3,TRUE,28,Neutral
4212,Male,31,Orlando,Gold,1559.8,17,4.3,FALSE,13,Satisfied
4213,Female,41,Philadelphia,Silver,753.83,13,4.3,TRUE,36,Satisfied
4214,Female,27,Chicago,Gold,1450.16,21,4.7,TRUE,13,Satisfied
4215,Female,31,Phoenix,Bronze,317.33,11,3.6,TRUE,22,Unsatisfied
4216,Male,38,Portland,Bronze,555.39,7,3.4,TRUE,37,Neutral
4217,Male,27,Las Vegas,Silver,677.42,11,4.1,FALSE,34,Neutral
4218,Female,40,San Diego,Bronze,363.31,12,3.2,FALSE,55,Unsatisfied
4219,Female,38,Chicago,Bronze,531.44,7,3.8,TRUE,77,Unsatisfied
4220,Female,45,Phoenix,Gold,1329.93,19,4.6,FALSE,13,Neutral
4221,Male,43,Las Vegas,Bronze,481.17,8,3.6,FALSE,24,Unsatisfied
4222,Female,30,Dallas,Gold,1296.01,20,4.8,FALSE,26,Satisfied
4223,Female,33,Las Vegas,Silver,873.74,12,4,FALSE,57,Satisfied
4224,Male,28,New York,Bronze,490.06,12,3.4,TRUE,77,Neutral
4225,Female,38,Austin,Gold,1443.67,21,5,FALSE,31,Satisfied
4226,Male,31,Las Vegas,Silver,791.15,14,3.9,TRUE,50,Satisfied
4227,Male,37,Portland,Gold,1323.61,16,4.6,FALSE,20,Satisfied
4228,Male,35,Los Angeles,Bronze,427.28,10,3.6,TRUE,66,Unsatisfied
4229,Male,28,Austin,Gold,1668.28,14,4.7,FALSE,11,Satisfied
4230,Male,30,Atlanta,Bronze,474.48,12,2.8,TRUE,75,Unsatisfied
4231,Male,38,Philadelphia,Bronze,394.41,7,3.9,FALSE,69,Satisfied
4232,Male,38,Seattle,Silver,890.71,14,4,FALSE,34,Neutral
4233,Male,40,Seattle,Gold,1297.43,21,4.5,FALSE,28,Satisfied
4234,Male,38,Las Vegas,Gold,1165.21,19,4.8,FALSE,16,Satisfied
4235,Male,40,San Diego,Bronze,456.58,7,3.9,TRUE,75,Unsatisfied
4236,Female,33,Portland,Silver,814.35,14,4.2,TRUE,22,Neutral
4237,Female,27,Orlando,Silver,716.97,15,4.1,FALSE,40,Satisfied
4238,Female,30,Chicago,Gold,1450.28,16,5,TRUE,35,Neutral
4239,Male,26,San Francisco,Silver,626.69,13,4.4,TRUE,47,Unsatisfied
4240,Female,41,Atlanta,Gold,1363.7,14,5,TRUE,32,Neutral
4241,Female,44,Orlando,Silver,792.31,10,3.9,TRUE,60,Unsatisfied
4242,Female,26,Dallas,Bronze,478.91,12,3.2,TRUE,45,Neutral
4243,Female,37,Philadelphia,Gold,1373.98,17,5,FALSE,26,Satisfied
4244,Female,39,Phoenix,Silver,847.06,11,3.9,TRUE,14,Unsatisfied
4245,Female,34,Las Vegas,Bronze,627.91,12,3.6,TRUE,72,Neutral
4246,Male,33,Las Vegas,Gold,1355.48,16,4.8,TRUE,13,Satisfied
4247,Female,26,Miami,Gold,1023.45,18,4.5,TRUE,28,Satisfied
4248,Male,32,San Diego,Bronze,456.16,7,3.2,TRUE,36,Satisfied
4249,Male,29,Houston,Silver,743.81,10,4.7,TRUE,57,Neutral
4250,Male,43,Seattle,Gold,1553.35,15,4.5,TRUE,16,Satisfied
4251,Male,32,Austin,Bronze,394.37,11,2.8,TRUE,21,Unsatisfied
4252,Male,31,Seattle,Gold,1477.26,14,4.9,TRUE,33,Satisfied
4253,Female,42,Houston,Silver,813.04,12,3.5,TRUE,17,Satisfied
4254,Male,30,Philadelphia,Bronze,540.56,7,3,FALSE,46,Unsatisfied
4255,Female,28,Atlanta,Bronze,348.11,10,4,TRUE,66,Unsatisfied
4256,Female,32,Houston,Bronze,492.7,11,3.6,TRUE,44,Unsatisfied
4257,Male,33,Miami,Silver,891.66,13,4,TRUE,58,Unsatisfied
4258,Female,26,Orlando,Bronze,467.99,12,3.3,TRUE,63,Unsatisfied
4259,Female,43,San Diego,Gold,1415.42,16,4.5,TRUE,25,Satisfied
4260,Female,42,New York,Silver,765.29,12,3.7,TRUE,43,Neutral
4261,Female,30,Los Angeles,Gold,1315.53,18,4.7,TRUE,11,Unsatisfied
4262,Male,39,Orlando,Gold,1327.29,18,4.6,TRUE,9,Satisfied
4263,Male,40,Seattle,Gold,1412.71,15,4.8,FALSE,35,Satisfied
4264,Female,34,San Francisco,Silver,909.43,14,4.3,FALSE,26,Neutral
4265,Female,28,Houston,Bronze,427.45,11,2.9,TRUE,19,Unsatisfied
4266,Female,28,Philadelphia,Bronze,399.93,12,3.7,TRUE,39,Unsatisfied
4267,Female,27,Phoenix,Bronze,439.17,11,3.2,TRUE,51,Neutral
4268,Female,37,New York,Bronze,423.49,9,3.5,FALSE,72,Unsatisfied
4269,Male,27,Los Angeles,Silver,904.04,11,4,FALSE,14,Neutral
4270,Female,43,Dallas,Bronze,454.51,7,3.1,TRUE,32,Neutral
4271,Female,36,Phoenix,Bronze,444.78,10,3.3,TRUE,76,Unsatisfied
4272,Male,30,Los Angeles,Gold,1284.85,15,4.6,TRUE,18,Satisfied
4273,Male,38,San Diego,Bronze,365.19,12,3.2,TRUE,61,Neutral
4274,Female,28,San Francisco,Silver,779.09,14,4.5,FALSE,41,Neutral
4275,Female,27,Orlando,Gold,1458.78,16,4.9,FALSE,28,Satisfied
4276,Male,29,Chicago,Bronze,537.45,10,3.2,TRUE,34,Unsatisfied
4277,Male,40,Miami,Silver,708.12,11,4.1,TRUE,13,Neutral
4278,Female,27,Los Angeles,Bronze,531.62,11,3.5,FALSE,43,Unsatisfied
4279,Male,31,San Francisco,Silver,756.68,12,4.2,TRUE,25,Neutral
4280,Female,33,Los Angeles,Silver,720.28,13,4.1,FALSE,51,Neutral
4281,Male,39,Dallas,Bronze,382.86,7,3.5,TRUE,64,Unsatisfied
4282,Male,43,Miami,Gold,1331.2,21,4.8,TRUE,8,Satisfied
4283,Male,43,Orlando,Bronze,590.6,11,3.7,TRUE,79,Unsatisfied
4284,Male,42,San Francisco,Silver,730.78,12,4.4,TRUE,14,Satisfied
4285,Male,45,Phoenix,Bronze,443.66,8,3.8,TRUE,74,Neutral
4286,Male,28,Boston,Bronze,492.7,8,3.1,TRUE,24,Unsatisfied
4287,Female,26,Austin,Silver,803.7,11,4.1,FALSE,49,Unsatisfied
4288,Male,44,Philadelphia,Gold,1303.98,19,4.6,FALSE,13,Satisfied
4289,Female,29,Denver,Gold,1363.87,16,4.6,TRUE,20,Satisfied
4290,Male,43,San Francisco,Bronze,518.2,12,3.2,TRUE,80,Unsatisfied
4291,Male,27,Philadelphia,Silver,804.74,14,4,TRUE,26,Neutral
4292,Male,33,Dallas,Silver,728.37,12,4,TRUE,29,Neutral
4293,Female,31,Boston,Silver,657.7,13,4.5,TRUE,27,Unsatisfied
4294,Male,40,Orlando,Bronze,423.27,11,3.1,FALSE,46,Unsatisfied
4295,Male,41,Boston,Silver,587.02,15,4.1,FALSE,16,Neutral
4296,Female,30,San Diego,Bronze,520.1,11,3.1,FALSE,74,Unsatisfied
4297,Male,26,Orlando,Bronze,438.06,12,3.5,TRUE,21,Unsatisfied
4298,Male,40,Las Vegas,Silver,841.44,10,3.9,FALSE,15,Neutral
4299,Female,27,Philadelphia,Silver,736.09,13,3.8,FALSE,21,Unsatisfied
4300,Male,30,Orlando,Bronze,547.26,10,3.4,TRUE,45,Unsatisfied
4301,Female,27,Boston,Bronze,350.05,8,2.9,TRUE,55,Unsatisfied
4302,Male,29,Seattle,Silver,917.56,14,4.7,FALSE,35,Neutral
4303,Male,35,Miami,Bronze,436.37,8,3.6,TRUE,75,Unsatisfied
4304,Male,33,Houston,Bronze,550,11,3.3,TRUE,80,Unsatisfied
4305,Female,28,Denver,Silver,831.08,10,4.5,FALSE,12,Neutral
4306,Male,37,San Francisco,Gold,1067.77,14,4.5,TRUE,31,Satisfied
4307,Female,30,Los Angeles,Bronze,494.44,11,3.5,TRUE,56,Neutral
4308,Female,35,New York,Gold,1373.36,16,4.6,TRUE,15,Satisfied
4309,Male,28,San Francisco,Bronze,609.51,9,3.1,TRUE,50,Neutral
4310,Male,40,Austin,Gold,1166.8,21,4.6,TRUE,29,Satisfied
4311,Male,37,Seattle,Silver,770.63,13,4.1,TRUE,38,Neutral
4312,Male,30,Denver,Silver,704.82,14,4.2,TRUE,28,Unsatisfied
4313,Male,30,San Francisco,Gold,1379.91,16,4.5,FALSE,31,Satisfied
4314,Female,41,Los Angeles,Silver,745.29,12,3.6,TRUE,14,Neutral
4315,Male,43,Seattle,Bronze,387.64,7,3.6,TRUE,51,Neutral
4316,Female,40,San Francisco,Gold,1279.08,16,4.8,FALSE,10,Satisfied
4317,Male,33,Miami,Bronze,416.67,12,3.4,TRUE,34,Neutral
4318,Male,41,Houston,Bronze,531.36,7,3.4,TRUE,50,Unsatisfied
4319,Female,29,Boston,Silver,696.99,12,3.7,TRUE,59,Satisfied
4320,Female,30,Boston,Silver,791.31,13,3.8,TRUE,37,Satisfied
4321,Male,34,Phoenix,Gold,1194.09,21,4.7,TRUE,25,Satisfied
4322,Female,31,Orlando,Silver,596.62,14,4.3,TRUE,42,Satisfied
4323,Female,38,Philadelphia,Bronze,382.16,10,3.2,TRUE,18,Neutral
4324,Female,29,Denver,Gold,1192.6,14,4.8,FALSE,11,Satisfied
4325,Female,30,Houston,Gold,1538.84,21,4.5,TRUE,20,Satisfied
4326,Female,40,Denver,Silver,921.65,12,4.1,TRUE,22,Satisfied
4327,Female,38,Seattle,Bronze,477.24,11,3.5,FALSE,45,Satisfied
4328,Male,31,San Diego,Silver,744.09,15,4,FALSE,60,Neutral
4329,Female,32,Chicago,Gold,1489.61,16,5,FALSE,18,Satisfied
4330,Female,43,Philadelphia,Bronze,374.57,8,2.9,FALSE,70,Neutral
4331,Female,37,Philadelphia,Silver,638.68,11,4.5,TRUE,23,Neutral
4332,Female,30,Los Angeles,Bronze,626.71,11,3.8,TRUE,73,Unsatisfied
4333,Female,30,Denver,Gold,1337.48,21,4.8,FALSE,26,Satisfied
4334,Female,34,Houston,Silver,722.28,11,4.2,TRUE,52,Neutral
4335,Male,32,Atlanta,Bronze,472.04,11,3.1,TRUE,20,Unsatisfied
4336,Female,35,Boston,Silver,744.4,11,4.3,TRUE,26,Neutral
4337,Female,39,Los Angeles,Silver,904.49,11,5,TRUE,56,Neutral
4338,Female,39,Austin,Gold,1600.34,14,4.6,TRUE,13,Satisfied
4339,Male,26,Phoenix,Gold,1366.17,17,4.6,TRUE,35,Satisfied
4340,Male,43,Miami,Silver,757.37,13,4.4,FALSE,54,Satisfied
4341,Male,37,Denver,Gold,1234.96,19,4.8,TRUE,26,Satisfied
4342,Male,30,Seattle,Silver,837.94,14,4.1,TRUE,17,Neutral
4343,Female,33,San Francisco,Silver,842.01,13,4.2,TRUE,64,Neutral
4344,Female,34,Phoenix,Gold,1181.92,15,4.5,FALSE,30,Satisfied
4345,Male,27,Miami,Silver,675.49,14,4.3,TRUE,12,Neutral
4346,Female,41,Houston,Silver,788.74,13,4.1,TRUE,48,Neutral
4347,Female,40,Phoenix,Bronze,477.72,11,4,TRUE,75,Unsatisfied
4348,Female,39,Seattle,Bronze,529.21,9,3.2,TRUE,19,Unsatisfied
4349,Female,28,Las Vegas,Silver,770.93,15,4.5,FALSE,27,Neutral
4350,Female,28,San Diego,Bronze,570.02,11,3.4,TRUE,40,Unsatisfied
4351,Female,29,Miami,Silver,699.25,12,4,TRUE,37,Unsatisfied
4352,Female,36,New York,Silver,766,15,3.9,FALSE,17,Satisfied
4353,Female,30,Atlanta,Silver,726.38,12,4.1,TRUE,37,Neutral
4354,Female,38,Los Angeles,Gold,1428.4,14,5,FALSE,27,Satisfied
4355,Female,42,Seattle,Silver,601.48,15,3.8,TRUE,36,Satisfied
4356,Female,41,Chicago,Gold,1130.03,16,4.4,TRUE,23,Satisfied
4357,Male,37,Miami,Gold,1319.58,17,4.5,FALSE,35,Satisfied
4358,Male,28,Miami,Silver,707.18,10,5,FALSE,49,Neutral
4359,Female,39,Orlando,Bronze,430.05,10,3.3,TRUE,79,Unsatisfied
4360,Male,43,New York,Silver,753.24,10,4.3,TRUE,52,Neutral
4361,Male,39,Las Vegas,Gold,1288.61,14,4.7,FALSE,11,Satisfied
4362,Male,45,Boston,Silver,643.22,13,4.5,TRUE,15,Satisfied
4363,Male,28,Las Vegas,Bronze,456,8,3.6,TRUE,34,Unsatisfied
4364,Male,43,Denver,Silver,768.01,10,4.5,TRUE,19,Neutral
4365,Female,42,Philadelphia,Bronze,495.23,11,3.3,TRUE,26,Unsatisfied
4366,Female,44,Austin,Gold,1550.81,16,4.4,FALSE,32,Satisfied
4367,Female,27,Phoenix,Gold,1204.49,16,4.8,FALSE,8,Satisfied
4368,Male,44,Los Angeles,Silver,680.06,11,4.2,TRUE,40,Satisfied
4369,Male,32,Dallas,Gold,1347.5,19,4.9,FALSE,34,Satisfied
4370,Male,37,Denver,Gold,1070.11,15,4.9,FALSE,10,Satisfied
4371,Male,31,Chicago,Bronze,432.45,10,2.9,FALSE,53,Unsatisfied
4372,Male,33,Denver,Gold,1383.29,17,4.8,FALSE,29,Satisfied
4373,Male,44,Denver,Gold,1257.62,14,4.5,TRUE,28,Satisfied
4374,Female,37,New York,Gold,1274.85,14,4.8,TRUE,25,Satisfied
4375,Male,41,Atlanta,Silver,687.48,11,4.1,TRUE,49,Satisfied
4376,Female,26,Portland,Bronze,393.04,8,2.9,TRUE,33,Neutral
4377,Male,29,Chicago,Silver,826.32,15,4.4,TRUE,64,Neutral
4378,Female,30,Houston,Gold,1437.93,14,4.7,FALSE,9,Unsatisfied
4379,Female,34,New York,Bronze,412.68,8,3.5,TRUE,79,Unsatisfied
4380,Male,30,Las Vegas,Bronze,460.54,10,3.6,TRUE,80,Neutral
4381,Female,38,New York,Bronze,442.96,10,3,TRUE,29,Unsatisfied
4382,Female,39,Boston,Bronze,485.97,7,3.1,FALSE,33,Unsatisfied
4383,Male,36,Boston,Silver,793.16,12,4.2,FALSE,12,Neutral
4384,Male,42,Los Angeles,Silver,757.75,15,4.2,TRUE,34,Neutral
4385,Female,44,Los Angeles,Silver,863.43,11,4.1,TRUE,34,Neutral
4386,Female,29,Los Angeles,Bronze,525.18,10,3.4,TRUE,39,Unsatisfied
4387,Female,43,Las Vegas,Bronze,354.62,9,3.2,TRUE,22,Neutral
4388,Male,26,Atlanta,Gold,1180.13,14,4.8,TRUE,29,Unsatisfied
4389,Male,35,Seattle,Silver,879.14,13,3.9,FALSE,30,Neutral
4390,Female,43,Atlanta,Gold,1379.24,18,4.7,FALSE,22,Satisfied
4391,Female,34,Chicago,Silver,899.51,15,4.2,TRUE,49,Neutral
4392,Female,31,Phoenix,Bronze,411.77,10,3.4,TRUE,38,Neutral
4393,Male,38,Atlanta,Silver,879.7,13,3.8,TRUE,14,Satisfied
4394,Male,38,San Francisco,Gold,1233.5,14,4.9,TRUE,21,Satisfied
4395,Female,33,Orlando,Silver,802.4,10,3.8,TRUE,45,Neutral
4396,Female,30,Miami,Silver,737.5,14,4.3,TRUE,13,Satisfied
4397,Female,27,Orlando,Bronze,326.04,12,3.3,FALSE,48,Unsatisfied
4398,Female,44,Austin,Silver,706.3,12,4,TRUE,44,Neutral
4399,Female,27,Austin,Silver,838.59,13,3.8,TRUE,53,Satisfied
4400,Male,29,Portland,Bronze,458.43,11,3.4,TRUE,20,Unsatisfied
